p:(0.751413,0.178274),h:1,n:95,cr:0.0784222;
p:(0.386356,0.0483038),h:1,n:91,cr:0.0701378;
p:(0.859943,0.480356),h:1,n:86,cr:0.0871087;
p:(0.163543,0.161152),h:1,n:111,cr:0.0696925;
p:(0.359637,0.332762),h:1,n:72,cr:0.0688557;
p:(0.0558809,0.48036),h:1,n:95,cr:0.0860497;
p:(0.437827,0.807683),h:1,n:76,cr:0.0690648;
p:(0.643024,0.0503717),h:1,n:97,cr:0.0747608;
p:(0.783216,0.076123),h:1,n:119,cr:0.0832008;
p:(0.663509,0.272241),h:1,n:73,cr:0.0622737;
p:(0.112894,0.85726),h:1,n:116,cr:0.0938275;
p:(0.924187,0.334989),h:1,n:124,cr:0.0848367;
p:(0.295912,0.655714),h:1,n:67,cr:0.060945;
p:(0.467099,0.551909),h:1,n:101,cr:0.0745641;
p:(0.386364,0.444306),h:1,n:73,cr:0.0690854;
p:(0.262419,0.858882),h:1,n:94,cr:0.0776442;
p:(0.150691,0.39854),h:1,n:101,cr:0.0785601;
p:(0.366422,0.162977),h:1,n:109,cr:0.0730856;
p:(0.825521,0.389774),h:1,n:70,cr:0.0621876;
p:(0.495438,0.118399),h:1,n:102,cr:0.0815008;
p:(0.291911,0.023637),h:1,n:101,cr:0.0791804;
p:(0.684503,0.463488),h:1,n:97,cr:0.0749059;
p:(0.0545605,0.61746),h:1,n:98,cr:0.079454;
p:(0.789809,0.609574),h:1,n:119,cr:0.0850697;
p:(0.278786,0.244328),h:1,n:94,cr:0.0807596;
p:(0.78939,0.788683),h:1,n:126,cr:0.0868535;
p:(0.156656,0.531474),h:1,n:90,cr:0.0638708;
p:(0.154974,0.720661),h:1,n:73,cr:0.0638667;
p:(0.27185,0.467184),h:1,n:121,cr:0.0803347;
p:(0.190663,0.606129),h:1,n:90,cr:0.0806846;
p:(0.596756,0.19678),h:1,n:102,cr:0.0777778;
p:(0.0420113,0.33006),h:1,n:87,cr:0.0681554;
p:(0.570063,0.859146),h:1,n:97,cr:0.0759446;
p:(0.0647135,0.933066),h:1,n:121,cr:0.0809785;
p:(0.632257,0.698701),h:1,n:77,cr:0.0679807;
p:(0.588328,0.590345),h:1,n:120,cr:0.0856385;
p:(0.445344,0.932009),h:1,n:98,cr:0.0828086;
p:(0.467353,0.342462),h:1,n:128,cr:0.0907385;
p:(0.66526,0.831369),h:1,n:86,cr:0.0709848;
p:(0.828401,0.287007),h:1,n:100,cr:0.0921819;
p:(0.738459,0.656818),h:1,n:108,cr:0.0914363;
p:(0.0535711,0.714305),h:1,n:121,cr:0.0841921;
p:(0.494097,0.688171),h:1,n:126,cr:0.0991722;
p:(0.929035,0.0253098),h:1,n:105,cr:0.0860375;
p:(0.761734,0.447874),h:1,n:105,cr:0.0886641;
p:(0.581211,0.499191),h:1,n:95,cr:0.0728913;
p:(0.545497,0.943488),h:1,n:91,cr:0.0861305;
p:(0.630885,0.347881),h:1,n:105,cr:0.0812233;
p:(0.527588,0.417191),h:1,n:74,cr:0.0644505;
p:(0.157577,0.292952),h:1,n:124,cr:0.0849513;
p:(0.920024,0.12203),h:1,n:90,cr:0.0795608;
p:(0.249495,0.947581),h:1,n:98,cr:0.0764336;
p:(0.972351,0.750587),h:1,n:109,cr:0.0828594;
p:(0.050609,0.0874243),h:1,n:112,cr:0.0950264;
p:(0.935942,0.625397),h:1,n:122,cr:0.0939578;
p:(0.870885,0.96351),h:1,n:87,cr:0.0823998;
p:(0.756152,0.935402),h:1,n:118,cr:0.0929654;
p:(0.339594,0.799474),h:1,n:126,cr:0.0920963;
p:(0.837764,0.192418),h:1,n:93,cr:0.0808994;
p:(0.508497,0.26006),h:1,n:104,cr:0.0780851;
p:(0.510064,0.0438215),h:1,n:91,cr:0.0717154;
p:(0.419784,0.648935),h:1,n:123,cr:0.0854789;
p:(0.321381,0.54544),h:1,n:114,cr:0.0873507;
p:(0.25024,0.164838),h:1,n:106,cr:0.115193;
p:(0.883922,0.789764),h:1,n:118,cr:0.118381;
p:(0.55273,0.770024),h:1,n:89,cr:0.0780906;
p:(0.269166,0.384187),h:1,n:118,cr:0.0837295;
p:(0.137538,0.0503757),h:1,n:103,cr:0.0879632;
p:(0.695101,0.119975),h:1,n:96,cr:0.140016;
p:(0.706357,0.747094),h:1,n:68,cr:0.0630066;
p:(0.235142,0.726327),h:1,n:122,cr:0.0971171;
p:(0.716448,0.534214),h:1,n:92,cr:0.082276;
p:(0.964779,0.45732),h:1,n:117,cr:0.109897;
p:(0.0693366,0.371163),h:1,n:126,cr:0.200051;
p:(0.0653648,0.870536),h:1,n:101,cr:0.166004;
p:(0.382268,0.236481),h:1,n:67,cr:0.0779961;
p:(0.963201,0.217053),h:1,n:83,cr:0.0597432;
p:(0.35423,0.943648),h:1,n:86,cr:0.0643722;
p:(0.723826,0.311468),h:1,n:67,cr:0.0611996;
p:(0.643569,0.945386),h:1,n:66,cr:0.0639651;
p:(0.971847,0.917239),h:1,n:115,cr:0.0858156;
p:(0.487658,0.497366),h:1,n:114,cr:0.574359;
p:(0.702782,0.191438),h:0,n:0,cr:0;
p:(0.702791,0.189605),h:0,n:0,cr:0;
p:(0.704476,0.193973),h:0,n:0,cr:0;
p:(0.699545,0.186968),h:0,n:0,cr:0;
p:(0.699152,0.188885),h:0,n:0,cr:0;
p:(0.692115,0.178783),h:0,n:0,cr:0;
p:(0.688592,0.182795),h:0,n:0,cr:0;
p:(0.685828,0.194149),h:0,n:0,cr:0;
p:(0.704579,0.201038),h:0,n:0,cr:0;
p:(0.706444,0.204548),h:0,n:0,cr:0;
p:(0.70701,0.208675),h:0,n:0,cr:0;
p:(0.712898,0.210279),h:0,n:0,cr:0;
p:(0.698166,0.20999),h:0,n:0,cr:0;
p:(0.702121,0.21681),h:0,n:0,cr:0;
p:(0.720056,0.182833),h:0,n:0,cr:0;
p:(0.712533,0.187391),h:0,n:0,cr:0;
p:(0.724752,0.170562),h:0,n:0,cr:0;
p:(0.717902,0.147834),h:0,n:0,cr:0;
p:(0.712382,0.148808),h:0,n:0,cr:0;
p:(0.71855,0.154362),h:0,n:0,cr:0;
p:(0.716734,0.159513),h:0,n:0,cr:0;
p:(0.724527,0.144104),h:0,n:0,cr:0;
p:(0.729226,0.148228),h:0,n:0,cr:0;
p:(0.713514,0.138516),h:0,n:0,cr:0;
p:(0.697074,0.149644),h:0,n:0,cr:0;
p:(0.703643,0.164877),h:0,n:0,cr:0;
